state,year_month,E_total,E_0_5,E_5_17,E_18_plus,D_total,D_5_17,D_17_plus,B_total,B_5_17,B_17_plus,update_to_enrol_ratio,demo_update_ratio,biometric_update_ratio,E_child_share,E_minor_share,D_adult_share,B_adult_share,Total_Activity
Maharashtra,2025-06,10649,6521,3518,610,66481,7944,58537,1017490,339273,678217,101.7908723728246,6.242933608203312,95.54793876462128,0.6123579678268045,0.3303596581528444,0.8805072125738106,0.6665588850989528,1094620
Maharashtra,2025-07,54767,34468,18536,1763,95235,11198,84037,1230369,453411,776958,24.204429674362217,1.7389121185798215,22.465517555782395,0.6293570945892717,0.3384519875045474,0.8824171785490376,0.6314837256135098,1380371
Maharashtra,2025-09,102341,73837,27751,753,312616,34583,278033,1100873,688118,412755,13.811561348689073,3.0546506287504065,10.756910719938668,0.7214801496885757,0.271162095345256,0.8893754638249821,0.37493425672137026,1515830
Maharashtra,2025-10,49510,39826,8772,912,541438,20176,521262,690606,209797,480809,24.884750554940723,10.935932134701355,13.94881842023937,0.8044031508623631,0.17717632801096392,0.9627362689708466,0.6962131808865023,1281554
Maharashtra,2025-11,71063,57425,11885,1753,1519558,41772,1477786,1146455,374675,771780,37.51618985917403,21.383251480779265,16.132938378394766,0.808085783026215,0.16724596484573906,0.9725104273736359,0.6731882193364125,2737076
Maharashtra,2025-12,54216,47273,6224,719,684503,45965,638538,1081943,488701,593242,32.58163641669283,12.625479562995693,19.956156853697134,0.8719381732169112,0.11480005902104913,0.9328490890457268,0.5483116947930267,1820662
Manipur,2025-09,3385,1361,1992,32,20608,3135,17473,20735,13070,7665,12.213589361236753,6.088035448718453,6.1255539125183,0.4020679467054452,0.5884785818054716,0.8478746117600993,0.36966481792285194,44728
Manipur,2025-10,2434,1003,1384,47,41195,5040,36155,32426,22347,10079,30.24691863999716,16.924815112191943,13.322103527805217,0.4120788823286447,0.5686113391254678,0.8776550552038438,0.3108308147686785,76055
Manipur,2025-11,2758,1265,1442,51,113469,14641,98828,57408,35502,21906,61.956852769413764,41.14176938319733,20.815083386216433,0.45866569961614734,0.5228426394043355,0.8709691633761559,0.38158444815388826,173635
Manipur,2025-12,1470,726,721,23,34268,5752,28516,18941,11010,7931,36.19659861483224,23.311564609992132,12.885034004840112,0.493877550684437,0.4904761901425332,0.8321466090570752,0.41872129241229494,54679
Meghalaya,2025-03,1550,507,269,774,25891,2117,23774,11817,3554,8263,24.32774191978855,16.703870956965243,7.623870962823308,0.3270967739825182,0.17354838698480748,0.9182341353783849,0.6992468477025263,39258
Meghalaya,2025-09,9539,2086,4747,2706,14546,1407,13139,6910,2859,4051,2.249292378420244,1.524897787868236,0.724394590552008,0.2186812034575237,0.4976412621346429,0.9032723772237541,0.5862518088876625,30995
Meghalaya,2025-10,4758,979,2014,1765,8163,875,7288,7338,4768,2570,3.2578814621147787,1.7156368218336198,1.5422446402811592,0.20575872210891996,0.4232870953292797,0.8928090161836568,0.3502316707072456,20259
Meghalaya,2025-11,5897,1168,1987,2742,7923,839,7084,7149,4532,2617,2.555875868652556,1.3435645241065686,1.2123113445459874,0.19806681360046346,0.3369509919727063,0.8941057679043157,0.36606518389060494,20969
Meghalaya,2025-12,2133,284,691,1158,7418,946,6472,5070,3061,2009,5.85466478862885,3.4777308938219735,2.376933894806876,0.13314580396945813,0.3239568681087872,0.8724723644011226,0.39625246540507836,14621
Mizoram,2025-04,368,275,76,17,1212,202,1010,24235,17652,6583,69.149456333833,3.293478251919896,65.85597808191311,0.7472826066649929,0.20652173856923442,0.8333333326457645,0.271631937269584,25815
Mizoram,2025-05,737,475,154,108,490,76,414,7920,4733,3187,11.41112617176238,0.664857529627059,10.746268642135322,0.6445047481078633,0.2089552235970757,0.8448979574593919,0.40239898984818195,9147
Mizoram,2025-06,311,205,69,37,1336,81,1255,7384,3978,3406,28.038585118846992,4.295819921878393,23.7427651969686,0.6591639850187653,0.22186495105509663,0.9393712567819077,0.4612676055713343,9031
Mizoram,2025-07,875,549,217,109,430,41,389,8161,4222,3939,9.818285703064817,0.49142857086693875,9.326857132197878,0.6274285707115103,0.24799999971657144,0.9046511606868578,0.48266143849005494,9466
Mizoram,2025-09,1218,870,311,37,4506,581,3925,6491,4389,2102,9.028735624771151,3.699507386125199,5.329228238645953,0.7142857136992727,0.2553366171959469,0.8710608076184951,0.32383299948793204,12215
Mizoram,2025-10,903,637,165,101,3358,568,2790,5174,3554,1620,9.448504972925244,3.718715389015819,5.729789583909425,0.7054263558079442,0.18272425228934192,0.8308516971915272,0.3131039813851751,9435
Mizoram,2025-11,926,686,187,53,3814,430,3384,3656,2368,1288,8.066954634916895,4.118790492312321,3.948164142604574,0.7408207335412303,0.2019438442743587,0.8872574722372162,0.35229759290145035,8396
Mizoram,2025-12,436,347,80,9,3404,381,3023,5070,3779,1291,19.435779771936286,7.807339431634543,11.628440340301742,0.7958715578076341,0.1834862381112701,0.8880728552032688,0.2546351084310384,8910
Nagaland,2025-09,2734,745,1811,178,5203,485,4718,9382,3064,6318,5.334674467690316,1.9030724206645675,3.4316020470257493,0.27249451343361575,0.6623994145346016,0.9067845472022324,0.6734171817657837,17319
Nagaland,2025-10,1860,554,1239,67,4604,913,3691,9638,4735,4903,7.6569892431951665,2.475268815873511,5.181720427321656,0.29784946220545727,0.6661290318999306,0.8016941788006745,0.5087155010885334,16102
Nagaland,2025-11,1439,430,779,230,5235,560,4675,9654,4538,5116,10.346768582107874,3.6379430134552164,6.7088255686526574,0.2988186238368182,0.541348158067166,0.8930276980147034,0.5299357778609969,16328
Nagaland,2025-12,316,90,222,4,5224,548,4676,9480,4434,5046,46.531645422368214,16.53164551730492,29.99999990506329,0.28481012568098063,0.7025316433464188,0.8950995404105858,0.5322784809565106,15020
Odisha,2025-07,529,364,140,25,5316,619,4697,325308,154642,170666,624.9981084593609,10.04914931937779,614.9489591399831,0.688090735939337,0.2646502830535912,0.8835590668014373,0.5246289670081135,331153
Odisha,2025-09,53145,42675,10419,51,166219,17698,148521,223677,110774,112903,7.3364568631604765,3.127650766711306,4.208806096449171,0.8029918148310661,0.1960485464258905,0.8935260108598082,0.5047590945850277,443041
Odisha,2025-10,23574,18909,4427,238,103532,17822,85710,205453,123518,81935,13.107024687659836,4.391787562382634,8.715237125277202,0.8021124967845036,0.1877916348439895,0.8278599853105527,0.39880167240001946,332559
Odisha,2025-11,22796,18299,4250,247,140255,22187,118068,212251,129145,83106,15.463502368158295,6.152614493500938,9.310887874657357,0.8027285488330089,0.18643621687197595,0.841809561150463,0.3915458584393405,375302
Odisha,2025-12,19664,16626,2885,153,160274,24655,135619,239156,139005,100151,20.312754270732672,8.15063059356435,12.16212367716832,0.8455044751400781,0.14671480878017112,0.846169684410159,0.4187685025656108,419094
Puducherry,2025-09,1101,1019,72,10,4937,1017,3920,12832,5829,7003,16.138964562998215,4.4841053546920016,11.654859208306211,0.9255222516571096,0.06539509530845132,0.7940044559866306,0.5457450124262979,18870
Puducherry,2025-10,563,510,50,3,3131,512,2619,5349,2353,2996,15.062166935946417,5.561278853354745,9.500888082591674,0.9058614548741359,0.08880994655628784,0.8364739697104843,0.5601046923611694,9043
Puducherry,2025-11,866,801,50,15,5711,762,4949,9158,3447,5711,17.169745938603064,6.594688214093893,10.575057724509172,0.9249422622113831,0.057736720487601936,0.8665732794840529,0.6236077745551859,15735
Puducherry,2025-12,420,383,21,16,6295,736,5559,8390,3942,4448,34.96428563103741,14.988095202409298,19.97619042862812,0.9119047597335601,0.049999999880952384,0.8830818108207972,0.5301549463015309,15105
Punjab,2025-03,180,118,28,34,125665,7227,118438,260570,82015,178555,2145.7499880791665,698.1388850103395,1447.6111030688273,0.6555555519135803,0.15555555469135804,0.9424899534401585,0.6852477261362196,386415
Punjab,2025-04,5753,3951,1155,647,17261,1299,15962,212563,79601,132962,39.948548576403866,3.000347644185582,36.948200932218285,0.6867721187751135,0.2007648183207431,0.9247436416821306,0.6255180816951891,235577
Punjab,2025-05,3767,2540,1002,225,32353,3116,29237,194508,65415,129093,60.22325456325372,8.588531986039678,51.63472257721404,0.6742766125101469,0.2659941597382548,0.9036874478130719,0.663689925346702,230628
Punjab,2025-06,2742,1704,846,192,26962,2450,24512,221505,92330,129175,90.6152443141447,9.832968632446036,80.78227568169866,0.6214442010862713,0.30853391673649383,0.9091313700426848,0.5831696801400277,251209
Punjab,2025-07,8511,5862,2132,517,72957,6517,66440,277717,115529,162188,41.20244389129333,8.572083185457398,32.63036070583593,0.6887557278006396,0.250499353748032,0.9106734103525272,0.5840045802000453,359185
Punjab,2025-09,21567,18622,2774,171,97271,6484,90787,137630,50240,87390,10.891686372194014,4.5101775859178295,6.381508786276186,0.8634487874593848,0.12862243241393692,0.9333408723984196,0.6349633074138271,256468
Punjab,2025-10,10203,8564,1341,298,68960,3234,65726,97134,44823,52311,16.278937565786638,6.7587964317594045,9.520141134027233,0.8393609721807938,0.1314319317718875,0.9531032482460398,0.5385446908339145,176297
Punjab,2025-11,14693,12133,1969,591,99614,5145,94469,131738,64096,67642,15.745729257759088,6.779691008862745,8.966038248896343,0.8257673721618616,0.13400939221847075,0.9483506334355779,0.5134585313234339,246045
Punjab,2025-12,8357,6987,928,442,101129,5330,95799,184480,95914,88566,34.176020098818235,12.101112838087698,22.074907260730537,0.836065573670448,0.11104463322830625,0.9472950390002147,0.48008456200953986,293966
Rajasthan,2025-03,94,41,36,17,845740,47734,798006,424206,170087,254119,13510.063686063153,8997.233946837938,4512.829739225215,0.43617020812584884,0.38297871933001365,0.9435594863658529,0.5990462181095999,1270040
Rajasthan,2025-04,16842,11907,4141,794,82760,9911,72849,376914,146156,230758,27.293314331594033,4.913905711618934,22.3794086199751,0.7069825435989204,0.24587341169422436,0.8802440792547096,0.6122298455334314,476516
Rajasthan,2025-05,2961,1992,904,65,40319,3769,36550,324061,127873,196188,123.05977706077009,13.61668354825509,109.443093512515,0.6727456937950876,0.30530226264596344,0.9065204989978293,0.6054045380326376,367341
Rajasthan,2025-06,6616,4094,2354,168,42489,4365,38124,416695,197243,219452,69.40507858684929,6.422158402898706,62.98292018395058,0.6188029019620914,0.3558041111916862,0.89726752804497,0.5266489878675611,465800
Rajasthan,2025-07,28786,17372,10811,603,102449,13572,88877,650116,357417,292699,26.143437781347064,3.5589870074494896,22.584450773897572,0.6034878065516749,0.37556451051290335,0.8675243291699527,0.45022580585549316,781351
Rajasthan,2025-09,123584,84100,38908,576,232649,28031,204618,684413,521531,162882,7.420556058976724,1.8825171543089518,5.538038904667773,0.6805088037231316,0.3148303987545732,0.8795137739647301,0.23798788158577058,1040646
Rajasthan,2025-10,42318,27460,14581,277,124035,12893,111142,156542,72323,84219,6.630204640894414,2.9310222599619307,3.699182380932483,0.6488964506675907,0.34455787134683685,0.8960535332696735,0.5379961927116174,322895
Rajasthan,2025-11,71099,46189,22320,2590,266509,29454,237055,375617,168579,207038,9.031435041153443,3.748421215435542,5.283013825717901,0.6496434548917757,0.3139284659374404,0.8894821563215896,0.5511944347552129,713225
Rajasthan,2025-12,48291,31822,16076,393,321946,39451,282495,519433,271574,247859,17.42310161277623,6.666790913282665,10.756310699493564,0.6589633679017008,0.3328984696872523,0.87746081640748,0.47717222432830186,889670
Sikkim,2025-09,737,349,367,21,4280,318,3962,1842,973,869,8.306648564034399,5.807326993477168,2.49932157055723,0.47354138334661955,0.4979647211696544,0.9257009343631539,0.47176981516190564,6859
Sikkim,2025-10,318,167,137,14,1394,154,1240,1098,687,411,7.836477962778371,4.383647784957082,3.452830177821289,0.5251572310529646,0.43081760870812075,0.8895265416861359,0.3743169395498024,2810
Sikkim,2025-11,402,240,157,5,3029,234,2795,1702,1012,690,11.768656687142645,7.534825851903419,4.233830835239226,0.5970149238880226,0.39054726271008144,0.9227467808112424,0.40540540516721185,5133
Sikkim,2025-12,111,69,26,16,2561,171,2390,1365,720,645,35.369369050726405,23.07207186421557,12.297297186510836,0.6216216160214268,0.23423423212401592,0.9332292069764822,0.47252747218129854,4037
Tamil Nadu,2025-03,34,12,12,10,382485,30071,352414,680675,343791,336884,31269.41084501733,11249.558492660046,20019.852352357284,0.35294116608996573,0.35294116608996573,0.9213799233932798,0.4949263598626438,1063194
Tamil Nadu,2025-04,499,358,95,46,26851,2613,24238,491490,214780,276710,1038.7595169563938,53.80961913064205,984.9498978257517,0.7174348683017338,0.19038076114152153,0.9026851885999522,0.5630022991300677,518840
Tamil Nadu,2025-05,420,322,64,34,15754,2227,13527,492262,222396,269866,1209.5619018819955,37.50952372021542,1172.05237816178,0.7666666648412699,0.1523809520181406,0.8586390757357726,0.5482161938143748,508436
Tamil Nadu,2025-06,1931,1355,393,183,6321,827,5494,511757,193182,318575,268.2951837036275,3.2734334524736233,265.02175025115395,0.7017089587251636,0.2035214913498076,0.8691662710221221,0.6225122470222733,520009
Tamil Nadu,2025-07,972,630,273,69,16876,2288,14588,552778,166708,386070,586.0637854052842,17.36213989983319,568.701645505451,0.6481481474813291,0.28086419724190925,0.8644228489651326,0.6984178096800191,570626
Tamil Nadu,2025-09,76208,64432,11665,111,298491,48896,249595,321118,128785,192333,8.130498110327913,3.916793512440731,4.213704597887181,0.8454755406145619,0.15306791937653438,0.8361893658407249,0.5989480502475758,695817
Tamil Nadu,2025-10,39893,32607,7205,81,187976,35061,152915,342477,185139,157338,13.296894191630189,4.712004612219888,8.5848895794103,0.8173614418364785,0.18060812673449958,0.8134815082733249,0.45941187291275204,570346
Tamil Nadu,2025-11,60903,48403,12123,377,364106,66505,297601,551417,322806,228611,15.032477874406311,5.978457547149098,9.054020327257211,0.7947555949494318,0.19905423377831874,0.8173471461584886,0.41458823358653324,976426
Tamil Nadu,2025-12,34850,30175,4384,291,387734,53612,334122,628177,375715,252462,29.15096126171733,11.125796269408156,18.02516499230918,0.8658536585117402,0.1257962697237935,0.8617299488802588,0.401896280824669,1050761
Telangana,2025-04,634,487,82,65,16830,2272,14558,142160,64734,77426,250.77287026691977,26.54574128305088,224.22712898386888,0.7681388000502543,0.12933753922817423,0.8650029708339273,0.5446398424272324,159624
Telangana,2025-05,911,736,154,21,16774,2791,13983,167061,95442,71619,201.79473084325497,18.412733239942114,183.38199760331284,0.8079034019671751,0.1690450053029144,0.833611541621938,0.4286996965154722,184746
Telangana,2025-06,1516,849,598,69,33974,5491,28483,205116,113794,91322,157.71108169016418,22.4102902226845,135.30079146747968,0.5600263848548638,0.3944591026421773,0.8383764054618715,0.4452212406616489,240606
Telangana,2025-07,8581,6137,2168,276,68204,9287,58917,226619,100558,126061,34.35765061946653,7.948257777887395,26.40939284157914,0.7151847103233673,0.2526512061236859,0.8638349656784965,0.5562684505687684,303404
Telangana,2025-09,43082,34798,8131,153,235409,22383,213026,177244,86093,91151,9.578315769704789,5.46420778966937,4.114107980035418,0.8077155192236267,0.18873311359294523,0.9049186734538402,0.5142684660664718,455735
Telangana,2025-10,29171,23665,5373,133,178579,29255,149324,183372,110196,73176,12.407905110815264,6.1217990467888725,6.286106064026392,0.8112508998384954,0.1841897775124545,0.8361789460080066,0.3990576532927652,391122
Telangana,2025-11,29244,23648,5307,289,217514,37954,179560,193899,124142,69757,14.0682875114872,7.437901791566205,6.630385719920996,0.8086445082475501,0.18147312268562873,0.8255100821058621,0.3597594623986727,440657
Telangana,2025-12,15809,13448,2222,139,229227,32492,196735,213154,140989,72165,27.9828578640026,14.49977860620534,13.483079257797263,0.8506546903124388,0.14055284963371795,0.8582540451131051,0.3385580378489798,458190
Tripura,2025-09,3121,2027,1072,22,17594,1578,16016,14988,5380,9608,10.439602688100095,5.637295736739092,4.802306951361004,0.6494713230857189,0.3434796538470107,0.9103103330163516,0.6410461702267783,35703
Tripura,2025-10,1753,1163,548,42,11537,1027,10510,15393,6594,8799,15.362236157808193,6.5812892147283,8.780946943079893,0.6634341125707734,0.3126069593196766,0.9109820576483503,0.5716234651743245,28683
Tripura,2025-11,2939,1908,969,62,18682,1822,16860,25307,13696,11611,14.967335823420438,6.356583869902489,8.610751953517948,0.649200408081252,0.3297039808337176,0.9024729685846016,0.45880586397207074,46928
Tripura,2025-12,2077,1483,576,18,29098,2781,26317,27053,14980,12073,27.034665369747394,14.009629266244763,13.02503610350263,0.7140105918565188,0.27732306197528983,0.9044264210287846,0.44627213246418984,58228
Uttar Pradesh,2025-03,5393,1393,3326,674,1619359,115598,1503761,1131504,746862,384642,510.0802891692786,300.2705358241664,209.80975334511223,0.25829779338804043,0.616725384643663,0.9286149643155541,0.3399387010559928,2756256
Uttar Pradesh,2025-04,57903,32513,23189,2201,105706,10765,94941,1257448,859000,398448,23.542027182986338,1.8255703503820946,21.716456832604244,0.5615080392974197,0.4004801132860045,0.8981609369298038,0.316870359648815,1421057
Uttar Pradesh,2025-05,49861,26928,21554,1379,107731,10723,97008,1048878,703440,345438,23.196666733053956,2.1606265417428325,21.036040191311123,0.5400613705994652,0.43228174323755475,0.9004650471925402,0.3293404952717768,1206470
Uttar Pradesh,2025-06,48753,21109,26080,1564,82379,5753,76626,856455,522937,333518,19.25694828996663,1.6897216581197112,17.567226631846918,0.43297848336650097,0.5349414394901865,0.9301642408753426,0.3894168403472577,987587
Uttar Pradesh,2025-07,157866,73166,81078,3622,219131,20917,198214,1426001,902096,523905,10.421065967273377,1.3880822976360452,9.032983669637332,0.4634690180250119,0.5135874729168182,0.9045456827153413,0.3673945530189899,1802998
Uttar Pradesh,2025-09,261079,126150,132594,2335,1150664,181527,969137,1015373,732375,282998,8.296481141691608,4.407340306940017,3.8891408347515917,0.48318708130304167,0.5078692656226358,0.842241523154594,0.2787133398265675,2427116
Uttar Pradesh,2025-10,128995,65951,60924,2120,590212,58331,531881,528929,337903,191026,8.67584790101418,4.575464165242254,4.100383735771927,0.5112678785959823,0.47229737586362036,0.9011694103120553,0.3611562232353281,1248136
Uttar Pradesh,2025-11,178377,98391,77584,2402,1124654,86213,1038441,1008469,643615,364854,11.95850922477697,6.304927204705175,5.653582020071794,0.5515901713755047,0.4349439669888217,0.9233426458262511,0.3617900004855263,2311500
Uttar Pradesh,2025-12,114404,66126,46876,1402,1460675,113626,1347049,1094026,628192,465834,22.330521659886628,12.767691688990178,9.562829970896448,0.5780042655800671,0.40974091814613356,0.9222099371859434,0.42579792436338276,2669105
Uttarakhand,2025-03,311,186,76,49,70890,7103,63787,61294,24684,36610,425.0289375400999,227.94212145356232,197.08681608653757,0.5980707376267822,0.24437298956793252,0.8998025109197376,0.5972852155089032,132495
Uttarakhand,2025-04,1276,998,204,74,20997,2620,18377,73472,33481,39991,74.03526639965888,16.455329140708987,57.57993725894989,0.7821316608290504,0.1598746080251766,0.8752202695206353,0.5443025914560063,95745
Uttarakhand,2025-05,624,477,135,12,22138,2697,19441,62922,26291,36631,136.31410234565047,35.47756404570903,100.83653829994145,0.7644230756980399,0.21634615349944528,0.878173276679096,0.5821652204223934,85684
Uttarakhand,2025-06,294,160,80,54,16123,1562,14561,59777,25178,34599,258.16326442801613,54.840135867890694,203.3231285601254,0.5442176852237494,0.2721088426118747,0.9031197667367661,0.5788012111584924,76194
Uttarakhand,2025-07,2363,1863,479,21,21888,2498,19390,83007,35973,47034,44.39060514414278,9.26280151956716,35.12780362457563,0.7884045701276324,0.2027084214123113,0.8858735379712229,0.5666269109765848,107258
Uttarakhand,2025-09,10956,9223,1704,29,43375,5095,38280,62929,35417,27512,9.702811244094303,3.959017889379425,5.743793354714878,0.8418218327088516,0.15553121575798365,0.8825360230344084,0.43719112014433426,117260
Uttarakhand,2025-10,6707,5722,957,28,26519,2556,23963,38735,22049,16686,9.72923810798729,3.95392873058686,5.775309377400431,0.8531385118751843,0.14268674517031657,0.9036162750894221,0.43077320251889056,71961
Uttarakhand,2025-11,8561,7405,1126,30,46254,4866,41388,103575,66635,36940,17.501343298971925,5.402873495455802,12.098469803516123,0.8649690455711986,0.13152669079178522,0.8947982876963118,0.3566497706941188,158390
Uttarakhand,2025-12,5864,5174,649,41,69237,7069,62168,195085,138585,56500,45.07537516284526,11.807128238095647,33.26824692474961,0.8823328784307072,0.11067530693883436,0.8979014110822552,0.28961734628346814,270186
West Bengal,2025-03,121,45,30,46,417606,26125,391481,268875,101673,167202,5673.3966473273,3451.289227675296,2222.107419652005,0.37190082337272046,0.24793388224848031,0.9374410329331058,0.6218577405834612,686602
West Bengal,2025-04,4268,2873,1014,381,27670,2120,25550,250432,96513,153919,65.15979379916593,6.483130270271056,58.67666352889487,0.673149015774801,0.23758200556757683,0.9233827249395236,0.6146139470969579,282370
West Bengal,2025-05,9582,5538,3500,544,42342,4033,38309,289260,127514,161746,34.6067626764134,4.418910456645908,30.187852219767496,0.5779586724506409,0.3652682111912682,0.9047517830781552,0.559171679455994,341184
West Bengal,2025-06,7271,3194,3323,754,55815,5281,50534,287702,121164,166538,47.244808135436,7.676385640534123,39.56842249490188,0.4392793287801844,0.45702104243473785,0.9053838573697862,0.5788558995051168,350788
West Bengal,2025-07,28544,15274,11657,1613,110830,10481,100349,419961,190774,229187,18.595536714595166,3.882777466231685,14.712759248363483,0.5351036995328229,0.40838705155519944,0.9054317422998699,0.5457340086328356,559335
West Bengal,2025-09,119655,91193,27328,1134,661504,41250,620254,276766,117790,158976,7.841460866592776,5.528427562529536,2.31303330406324,0.7621327984558762,0.22838995445047522,0.9376421004242791,0.5744058157411879,1057925
West Bengal,2025-10,73246,56793,16269,184,402767,19868,382899,177641,63055,114586,7.924091417853207,5.4988258743754095,2.4252655434777974,0.7753733992194063,0.2221145181959136,0.950671231751979,0.6450425295925769,653654
West Bengal,2025-11,78940,60799,17892,249,620689,32984,587705,260098,88870,171228,11.157676716352197,7.862794527389628,3.294882188962568,0.7701925512950318,0.22665315429152963,0.9468590550163659,0.6583210943542114,959727
West Bengal,2025-12,47615,34705,9320,3590,505095,35118,469977,251443,116100,135343,15.888648534791795,10.607896670994268,5.280751863797527,0.7288669536757563,0.1957366376100864,0.9304724853721964,0.5382651336464397,804153
